DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,SEATS,PASSENGERS,FREIGHT,DISTANCE,AIR_TIME,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,AIRCRAFT_GROUP,AIRCRAFT_TYPE,YEAR,MONTH,CLASS
0.0,0.0,0.0,0.0,0.0,700.0,0.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",6,622,2022,3,L
0.0,0.0,0.0,0.0,0.0,2193.0,0.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC",SAN,"San Diego, CA",6,724,2022,12,L
0.0,1.0,0.0,0.0,0.0,0.0,6.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,IND,"Indianapolis, IN",IND,"Indianapolis, IN",6,627,2022,12,P
0.0,1.0,0.0,0.0,0.0,0.0,10.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,AUS,"Austin, TX",AUS,"Austin, TX",6,614,2022,2,P
0.0,1.0,0.0,0.0,0.0,0.0,17.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,BNA,"Nashville, TN",BNA,"Nashville, TN",6,614,2022,2,P
0.0,1.0,0.0,0.0,0.0,54.0,14.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",ILN,"Wilmington, OH",6,625,2022,6,P
0.0,1.0,0.0,0.0,0.0,54.0,18.0,8C,Air Transport International,8C,Air Transport International,CVG,"Cincinnati, OH",ILN,"Wilmington, OH",6,626,2022,8,P
0.0,1.0,0.0,0.0,0.0,66.0,18.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AUS,"Austin, TX",SAT,"San Antonio, TX",6,614,2022,10,L
0.0,1.0,0.0,0.0,0.0,66.0,24.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RDU,"Raleigh/Durham, NC",GSO,"Greensboro/High Point, NC",6,617,2022,12,L
0.0,1.0,0.0,0.0,0.0,71.0,26.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAY,"Dayton, OH",CMH,"Columbus, OH",6,614,2022,3,L
0.0,1.0,0.0,0.0,0.0,84.0,24.0,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,CVG,"Cincinnati, OH",SDF,"Louisville, KY",7,715,2022,10,P
0.0,1.0,0.0,0.0,0.0,99.0,22.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,IND,"Indianapolis, IN",CVG,"Cincinnati, OH",6,640,2022,6,P
0.0,1.0,0.0,0.0,0.0,104.0,24.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,CLE,"Cleveland, OH",YIP,"Detroit, MI",6,635,2022,4,P
0.0,1.0,0.0,0.0,0.0,104.0,25.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,CLE,"Cleveland, OH",YIP,"Detroit, MI",6,640,2022,9,P
0.0,1.0,0.0,0.0,0.0,104.0,26.0,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,CLE,"Cleveland, OH",YIP,"Detroit, MI",7,715,2022,10,P
0.0,1.0,0.0,0.0,0.0,104.0,30.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,CLE,"Cleveland, OH",YIP,"Detroit, MI",6,655,2022,8,P
0.0,1.0,0.0,0.0,0.0,104.0,30.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,CLE,"Cleveland, OH",YIP,"Detroit, MI",6,681,2022,9,P
0.0,1.0,0.0,0.0,0.0,104.0,30.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,CLE,"Cleveland, OH",YIP,"Detroit, MI",7,715,2022,8,P
0.0,1.0,0.0,0.0,0.0,104.0,31.0,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,CLE,"Cleveland, OH",YIP,"Detroit, MI",7,715,2022,6,P
0.0,1.0,0.0,0.0,0.0,104.0,35.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,CLE,"Cleveland, OH",YIP,"Detroit, MI",6,635,2022,6,P
0.0,1.0,0.0,0.0,0.0,104.0,90.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,CLE,"Cleveland, OH",YIP,"Detroit, MI",6,640,2022,4,P
0.0,1.0,0.0,0.0,0.0,111.0,30.0,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,IND,"Indianapolis, IN",SDF,"Louisville, KY",7,715,2022,8,P
0.0,1.0,0.0,0.0,0.0,118.0,18.0,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,CLE,"Cleveland, OH",PTK,"Pontiac, MI",7,715,2022,9,P
0.0,1.0,0.0,0.0,0.0,118.0,24.0,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,CLE,"Cleveland, OH",PTK,"Pontiac, MI",7,715,2022,4,P
0.0,1.0,0.0,0.0,0.0,118.0,24.0,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,CLE,"Cleveland, OH",PTK,"Pontiac, MI",7,715,2022,5,P
0.0,1.0,0.0,0.0,0.0,118.0,24.0,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,CLE,"Cleveland, OH",PTK,"Pontiac, MI",7,715,2022,6,P
0.0,1.0,0.0,0.0,0.0,139.0,40.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RDU,"Raleigh/Durham, NC",RIC,"Richmond, VA",6,617,2022,12,L
0.0,1.0,0.0,0.0,0.0,140.0,28.0,8C,Air Transport International,8C,Air Transport International,AUS,"Austin, TX",IAH,"Houston, TX",6,626,2022,9,P
0.0,1.0,0.0,0.0,0.0,144.0,52.0,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,CVG,"Cincinnati, OH",HUF,"Terre Haute, IN",6,635,2022,12,P
0.0,1.0,0.0,0.0,0.0,158.0,30.0,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,CMH,"Columbus, OH",YIP,"Detroit, MI",6,619,2022,9,P
0.0,1.0,0.0,0.0,0.0,158.0,32.0,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,CMH,"Columbus, OH",YIP,"Detroit, MI",7,715,2022,11,P
0.0,1.0,0.0,0.0,0.0,158.0,37.0,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,CMH,"Columbus, OH",YIP,"Detroit, MI",6,635,2022,10,P
0.0,1.0,0.0,0.0,0.0,158.0,47.0,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,CMH,"Columbus, OH",YIP,"Detroit, MI",6,635,2022,9,P
0.0,1.0,0.0,0.0,0.0,165.0,30.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,DAY,"Dayton, OH",YIP,"Detroit, MI",6,655,2022,9,P
0.0,1.0,0.0,0.0,0.0,165.0,35.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,DAY,"Dayton, OH",YIP,"Detroit, MI",6,681,2022,3,P
0.0,1.0,0.0,0.0,0.0,165.0,40.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,DAY,"Dayton, OH",YIP,"Detroit, MI",6,635,2022,3,P
0.0,1.0,0.0,0.0,0.0,165.0,40.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,DAY,"Dayton, OH",YIP,"Detroit, MI",6,681,2022,10,P
0.0,1.0,0.0,0.0,0.0,165.0,44.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,DAY,"Dayton, OH",YIP,"Detroit, MI",6,640,2022,9,P
0.0,1.0,0.0,0.0,0.0,165.0,45.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,DAY,"Dayton, OH",YIP,"Detroit, MI",6,681,2022,2,P
0.0,1.0,0.0,0.0,0.0,165.0,45.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,DAY,"Dayton, OH",YIP,"Detroit, MI",6,681,2022,11,P
0.0,1.0,0.0,0.0,0.0,185.0,42.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CLE,"Cleveland, OH",MBS,"Saginaw/Bay City/Midland, MI",6,614,2022,3,L
0.0,1.0,0.0,0.0,0.0,186.0,36.0,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,CMH,"Columbus, OH",PTK,"Pontiac, MI",6,629,2022,3,P
0.0,1.0,0.0,0.0,0.0,186.0,36.0,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,CMH,"Columbus, OH",PTK,"Pontiac, MI",7,715,2022,8,P
0.0,1.0,0.0,0.0,0.0,186.0,42.0,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,CMH,"Columbus, OH",PTK,"Pontiac, MI",6,629,2022,12,P
0.0,1.0,0.0,0.0,0.0,186.0,48.0,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,CMH,"Columbus, OH",PTK,"Pontiac, MI",6,629,2022,9,P
0.0,1.0,0.0,0.0,0.0,186.0,156.0,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,CMH,"Columbus, OH",PTK,"Pontiac, MI",7,715,2022,9,P
0.0,1.0,0.0,0.0,0.0,195.0,36.0,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,DAY,"Dayton, OH",PTK,"Pontiac, MI",7,715,2022,8,P
0.0,1.0,0.0,0.0,0.0,198.0,46.0,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,CMH,"Columbus, OH",SDF,"Louisville, KY",6,635,2022,12,P
0.0,1.0,0.0,0.0,0.0,201.0,40.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,PIT,"Pittsburgh, PA",DTW,"Detroit, MI",7,715,2022,7,P
0.0,1.0,0.0,0.0,0.0,201.0,40.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,PIT,"Pittsburgh, PA",TOL,"Toledo, OH",6,655,2022,7,P
0.0,1.0,0.0,0.0,0.0,226.0,39.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,IND,"Indianapolis, IN",YIP,"Detroit, MI",6,635,2022,2,P
0.0,1.0,0.0,0.0,0.0,226.0,40.0,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,IND,"Indianapolis, IN",YIP,"Detroit, MI",6,617,2022,8,P
0.0,1.0,0.0,0.0,0.0,226.0,45.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,IND,"Indianapolis, IN",YIP,"Detroit, MI",6,681,2022,8,P
0.0,1.0,0.0,0.0,0.0,226.0,55.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,IND,"Indianapolis, IN",YIP,"Detroit, MI",7,715,2022,6,P
0.0,1.0,0.0,0.0,0.0,228.0,40.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,CVG,"Cincinnati, OH",YIP,"Detroit, MI",6,655,2022,10,P
0.0,1.0,0.0,0.0,0.0,228.0,41.0,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,CVG,"Cincinnati, OH",YIP,"Detroit, MI",7,715,2022,1,P
0.0,1.0,0.0,0.0,0.0,228.0,45.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,CVG,"Cincinnati, OH",YIP,"Detroit, MI",6,655,2022,9,P
0.0,1.0,0.0,0.0,0.0,228.0,55.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,CVG,"Cincinnati, OH",YIP,"Detroit, MI",7,715,2022,8,P
0.0,1.0,0.0,0.0,0.0,229.0,41.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",DTW,"Detroit, MI",6,617,2022,10,L
0.0,1.0,0.0,0.0,0.0,229.0,56.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",DTW,"Detroit, MI",6,614,2022,1,L
0.0,1.0,0.0,0.0,0.0,230.0,65.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BNA,"Nashville, TN",CVG,"Cincinnati, OH",6,614,2022,11,L
0.0,1.0,0.0,0.0,0.0,261.0,44.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IND,"Indianapolis, IN",CLE,"Cleveland, OH",6,614,2022,3,L
0.0,1.0,0.0,0.0,0.0,264.0,45.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",ORD,"Chicago, IL",8,819,2022,12,P
0.0,1.0,0.0,0.0,0.0,308.0,51.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",STL,"St. Louis, MO",6,617,2022,5,L
0.0,1.0,0.0,0.0,0.0,308.0,54.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",STL,"St. Louis, MO",6,614,2022,2,L
0.0,1.0,0.0,0.0,0.0,310.0,65.0,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,CMH,"Columbus, OH",DPA,"Chicago, IL",6,635,2022,3,P
0.0,1.0,0.0,0.0,0.0,317.0,59.0,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,CVG,"Cincinnati, OH",GSP,"Greer, SC",7,715,2022,2,P
0.0,1.0,0.0,0.0,0.0,318.0,55.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",RFD,"Rockford, IL",6,625,2022,2,P
0.0,1.0,0.0,0.0,0.0,318.0,58.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",MKE,"Milwaukee, WI",6,617,2022,12,L
0.0,1.0,0.0,0.0,0.0,330.0,48.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",GSO,"Greensboro/High Point, NC",6,614,2022,10,L
0.0,1.0,0.0,0.0,0.0,330.0,57.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",GSO,"Greensboro/High Point, NC",6,617,2022,1,L
0.0,1.0,0.0,0.0,0.0,330.0,68.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",GSO,"Greensboro/High Point, NC",6,617,2022,12,L
0.0,1.0,0.0,0.0,0.0,335.0,58.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",CLT,"Charlotte, NC",6,625,2022,1,P
0.0,1.0,0.0,0.0,0.0,379.0,50.0,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,CVG,"Cincinnati, OH",OSC,"Oscoda, MI",6,617,2022,5,P
0.0,1.0,0.0,0.0,0.0,379.0,55.0,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,CVG,"Cincinnati, OH",OSC,"Oscoda, MI",6,617,2022,10,L
0.0,1.0,0.0,0.0,0.0,379.0,65.0,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,CVG,"Cincinnati, OH",OSC,"Oscoda, MI",6,617,2022,8,P
0.0,1.0,0.0,0.0,0.0,395.0,65.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BNA,"Nashville, TN",MDW,"Chicago, IL",6,617,2022,12,L
0.0,1.0,0.0,0.0,0.0,403.0,63.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",MEM,"Memphis, TN",6,625,2022,1,P
0.0,1.0,0.0,0.0,0.0,403.0,66.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",MEM,"Memphis, TN",6,614,2022,11,L
0.0,1.0,0.0,0.0,0.0,403.0,68.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",MEM,"Memphis, TN",6,614,2022,1,L
0.0,1.0,0.0,0.0,0.0,403.0,68.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",MEM,"Memphis, TN",6,614,2022,2,L
0.0,1.0,0.0,0.0,0.0,409.0,71.0,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,BNA,"Nashville, TN",ORD,"Chicago, IL",8,819,2022,10,L
0.0,1.0,0.0,0.0,0.0,430.0,62.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",BWI,"Baltimore, MD",6,617,2022,3,L
0.0,1.0,0.0,0.0,0.0,430.0,63.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",BWI,"Baltimore, MD",6,625,2022,10,P
0.0,1.0,0.0,0.0,0.0,430.0,73.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",BWI,"Baltimore, MD",6,625,2022,12,P
0.0,1.0,0.0,0.0,0.0,438.0,74.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,BNA,"Nashville, TN",RFD,"Rockford, IL",8,819,2022,7,P
0.0,1.0,0.0,0.0,0.0,442.0,88.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",6,617,2022,12,L
0.0,1.0,0.0,0.0,0.0,461.0,72.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",ROC,"Rochester, NY",6,617,2022,10,L
0.0,1.0,0.0,0.0,0.0,484.0,65.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PIT,"Pittsburgh, PA",BED,"Bedford, MA",6,614,2022,12,L
0.0,1.0,0.0,0.0,0.0,496.0,73.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PIT,"Pittsburgh, PA",BOS,"Boston, MA",6,617,2022,12,L
0.0,1.0,0.0,0.0,0.0,507.0,73.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",PHL,"Philadelphia, PA",6,617,2022,11,L
0.0,1.0,0.0,0.0,0.0,514.0,78.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AUS,"Austin, TX",ICT,"Wichita, KS",6,614,2022,3,L
0.0,1.0,0.0,0.0,0.0,518.0,82.0,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,CMH,"Columbus, OH",MEM,"Memphis, TN",6,635,2022,9,P
0.0,1.0,0.0,0.0,0.0,539.0,86.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",MCI,"Kansas City, MO",6,625,2022,12,P
0.0,1.0,0.0,0.0,0.0,589.0,112.0,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,CVG,"Cincinnati, OH",JFK,"New York, NY",8,819,2022,1,P
0.0,1.0,0.0,0.0,0.0,596.0,95.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",MSP,"Minneapolis, MN",6,617,2022,5,L
0.0,1.0,0.0,0.0,0.0,607.0,87.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RDU,"Raleigh/Durham, NC",BED,"Bedford, MA",6,617,2022,12,L
0.0,1.0,0.0,0.0,0.0,612.0,80.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,BNA,"Nashville, TN",TPA,"Tampa, FL",6,625,2022,3,P
0.0,1.0,0.0,0.0,0.0,623.0,84.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",ALB,"Albany, NY",6,614,2022,10,L
0.0,1.0,0.0,0.0,0.0,629.0,79.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",VQQ,"Jacksonville, FL",6,625,2022,4,P
0.0,1.0,0.0,0.0,0.0,629.0,85.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",VQQ,"Jacksonville, FL",6,625,2022,8,P
0.0,1.0,0.0,0.0,0.0,629.0,91.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",VQQ,"Jacksonville, FL",6,625,2022,5,P
0.0,1.0,0.0,0.0,0.0,629.0,92.0,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,CVG,"Cincinnati, OH",VQQ,"Jacksonville, FL",6,625,2022,2,P
0.0,1.0,0.0,0.0,0.0,640.0,97.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,IND,"Indianapolis, IN",GRI,"Grand Island, NE",6,640,2022,8,P
0.0,1.0,0.0,0.0,0.0,641.0,135.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,BNA,"Nashville, TN",JZT,"Arlington, TX",6,681,2022,1,P
0.0,1.0,0.0,0.0,0.0,646.0,94.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",TUL,"Tulsa, OK",6,614,2022,5,L
0.0,1.0,0.0,0.0,0.0,646.0,95.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,"Cincinnati, OH",TUL,"Tulsa, OK",6,614,2022,10,L
0.0,1.0,0.0,0.0,0.0,652.0,95.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,PIT,"Pittsburgh, PA",MEM,"Memphis, TN",6,655,2022,7,P
0.0,1.0,0.0,0.0,0.0,664.0,100.0,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,DAY,"Dayton, OH",LNK,"Lincoln, NE",6,635,2022,9,P
0.0,1.0,0.0,0.0,0.0,680.0,117.0,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RDU,"Raleigh/Durham, NC",FLL,"Fort Lauderdale, FL",6,617,2022,12,L
0.0,1.0,0.0,0.0,0.0,694.0,95.0,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,CLE,"Cleveland, OH",MCI,"Kansas City, MO",6,640,2022,4,P
0.0,1.0,0.0,0.0,0.0,695.0,108.0,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,BNA,"Nashville, TN",MSP,"Minneapolis, MN",6,614,2022,4,P
