PASSENGERS,FREIGHT,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH,CLASS
1449.0,0.0,432.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN",ATL,"Atlanta, GA",2025,10,F
1449.0,0.0,950.0,G4,Allegiant Air,G4,Allegiant Air,AUS,"Austin, TX",AVL,"Asheville, NC",2025,7,F
1449.0,0.0,1091.0,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH",IAH,"Houston, TX",2025,10,F
1451.0,0.0,818.0,G4,Allegiant Air,G4,Allegiant Air,IND,"Indianapolis, IN",BOS,"Boston, MA",2025,7,F
1451.0,0.0,1020.0,MQ,Envoy Air,MQ,Envoy Air,IND,"Indianapolis, IN",MIA,"Miami, FL",2025,12,F
1451.0,0.0,1091.0,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH",IAH,"Houston, TX",2025,9,F
1451.0,0.0,1431.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,AUS,"Austin, TX",PHL,"Philadelphia, PA",2025,11,F
1452.0,0.0,390.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",2025,8,F
1452.0,0.0,761.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX",2025,7,F
1452.0,0.0,919.0,G4,Allegiant Air,G4,Allegiant Air,IND,"Indianapolis, IN",AUS,"Austin, TX",2025,6,F
1452.0,0.0,1103.0,G4,Allegiant Air,G4,Allegiant Air,AUS,"Austin, TX",GRR,"Grand Rapids, MI",2025,11,F
1452.0,0.0,1587.0,NK,Spirit Air Lines,NK,Spirit Air Lines,BNA,"Nashville, TN",LAS,"Las Vegas, NV",2025,4,F
1453.0,0.0,319.0,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,PIT,"Pittsburgh, PA",EWR,"Newark, NJ",2025,3,F
1453.0,0.0,692.0,G4,Allegiant Air,G4,Allegiant Air,BNA,"Nashville, TN",PGD,"Punta Gorda, FL",2025,11,F
1453.0,0.0,904.0,G4,Allegiant Air,G4,Allegiant Air,DAY,"Dayton, OH",PGD,"Punta Gorda, FL",2025,11,F
1453.0,0.0,1814.0,G4,Allegiant Air,G4,Allegiant Air,PIT,"Pittsburgh, PA",PHX,"Phoenix, AZ",2025,10,F
1454.0,0.0,201.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA",DTW,"Detroit, MI",2025,1,F
1454.0,0.0,296.0,AA,American Airlines Inc.,AA,American Airlines Inc.,CMH,"Columbus, OH",ORD,"Chicago, IL",2025,8,F
1454.0,0.0,958.0,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,CVG,"Cincinnati, OH",AUS,"Austin, TX",2025,2,F
1455.0,0.0,667.0,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,RDU,"Raleigh/Durham, NC",RSW,"Fort Myers, FL",2025,1,F
1455.0,0.0,966.0,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,PIT,"Pittsburgh, PA",RSW,"Fort Myers, FL",2025,8,F
1457.0,0.0,95.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,CLE,"Cleveland, OH",DTW,"Detroit, MI",2025,12,F
1457.0,0.0,752.0,MQ,Envoy Air,MQ,Envoy Air,CVG,"Cincinnati, OH",BOS,"Boston, MA",2025,3,F
1458.0,0.0,793.0,G4,Allegiant Air,G4,Allegiant Air,BNA,"Nashville, TN",FLL,"Fort Lauderdale, FL",2025,1,F
1458.0,0.0,954.0,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,AUS,"Austin, TX",JAX,"Jacksonville, FL",2025,5,F
1458.0,0.0,1103.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,AUS,"Austin, TX",MIA,"Miami, FL",2025,6,F
1459.0,0.0,587.0,NK,Spirit Air Lines,NK,Spirit Air Lines,BNA,"Nashville, TN",BWI,"Baltimore, MD",2025,5,F
1459.0,0.0,1080.0,MQ,Envoy Air,MQ,Envoy Air,CLE,"Cleveland, OH",MIA,"Miami, FL",2025,3,F
1460.0,0.0,335.0,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,PIT,"Pittsburgh, PA",LGA,"New York, NY",2025,11,F
1460.0,0.0,1210.0,G4,Allegiant Air,G4,Allegiant Air,AUS,"Austin, TX",PIT,"Pittsburgh, PA",2025,6,F
1461.0,0.0,1051.0,G4,Allegiant Air,G4,Allegiant Air,AUS,"Austin, TX",PVU,"Provo, UT",2025,10,F
1462.0,0.0,1553.0,G4,Allegiant Air,G4,Allegiant Air,CVG,"Cincinnati, OH",AZA,"Phoenix, AZ",2025,8,F
1463.0,0.0,700.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",2025,7,F
1463.0,0.0,958.0,G4,Allegiant Air,G4,Allegiant Air,AUS,"Austin, TX",CVG,"Cincinnati, OH",2025,10,F
1463.0,0.0,1430.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,AUS,"Austin, TX",PHL,"Philadelphia, PA",2025,6,F
1464.0,0.0,323.0,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,CMH,"Columbus, OH",DCA,"Washington, DC",2025,2,F
1464.0,0.0,335.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA",LGA,"New York, NY",2025,2,F
1464.0,0.0,748.0,YX,Republic Airline,YX,Republic Airline,BNA,"Nashville, TN",EWR,"Newark, NJ",2025,2,F
1465.0,0.0,1210.0,G4,Allegiant Air,G4,Allegiant Air,PIT,"Pittsburgh, PA",AUS,"Austin, TX",2025,6,F
1465.0,0.0,1590.0,G4,Allegiant Air,G4,Allegiant Air,IND,"Indianapolis, IN",LAS,"Las Vegas, NV",2025,7,F
1466.0,0.0,407.0,PT,Piedmont Airlines,PT,Piedmont Airlines,CMH,"Columbus, OH",PHL,"Philadelphia, PA",2025,9,F
1466.0,0.0,1553.0,G4,Allegiant Air,G4,Allegiant Air,CVG,"Cincinnati, OH",AZA,"Phoenix, AZ",2025,11,F
1467.0,0.0,559.0,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,AUS,"Austin, TX",MEM,"Memphis, TN",2025,9,F
1468.0,0.0,190.0,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX",2025,6,F
1468.0,0.0,442.0,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,BNA,"Nashville, TN",RDU,"Raleigh/Durham, NC",2025,12,F
1468.0,0.0,569.0,YX,Republic Airline,YX,Republic Airline,CVG,"Cincinnati, OH",EWR,"Newark, NJ",2025,9,F
1469.0,0.0,409.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,BNA,"Nashville, TN",ORD,"Chicago, IL",2025,4,F
1469.0,0.0,588.0,YX,Republic Airline,YX,Republic Airline,IND,"Indianapolis, IN",PHL,"Philadelphia, PA",2025,8,F
1469.0,0.0,876.0,G4,Allegiant Air,G4,Allegiant Air,IND,"Indianapolis, IN",SRQ,"Sarasota/Bradenton, FL",2025,8,F
