DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,SEATS,PASSENGERS,FREIGHT,DISTANCE,AIR_TIME,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,AIRCRAFT_GROUP,AIRCRAFT_TYPE,YEAR,MONTH,CLASS
15.0,15.0,1140.0,952.0,0.0,1032.0,1956.0,YX,Republic Airline,YX,Republic Airline,AUS,"Austin, TX",CLT,"Charlotte, NC",6,673,2020,12,F
15.0,15.0,1140.0,961.0,0.0,1103.0,2131.0,YX,Republic Airline,YX,Republic Airline,AUS,"Austin, TX",MIA,"Miami, FL",6,673,2020,9,F
15.0,15.0,1140.0,973.0,0.0,700.0,1587.0,YX,Republic Airline,YX,Republic Airline,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",6,673,2020,9,F
15.0,15.0,1140.0,1022.0,0.0,657.0,1742.0,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,BNA,"Nashville, TN",IAH,"Houston, TX",6,673,2020,2,F
15.0,15.0,1140.0,1031.0,0.0,323.0,789.0,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,CMH,"Columbus, OH",DCA,"Washington, DC",6,638,2020,8,F
15.0,15.0,1140.0,1038.0,0.0,1436.0,3357.0,YX,Republic Airline,YX,Republic Airline,RDU,"Raleigh/Durham, NC",DEN,"Denver, CO",6,673,2020,2,F
15.0,15.0,1500.0,698.0,0.0,563.0,1119.0,B6,JetBlue Airways,B6,JetBlue Airways,CLE,"Cleveland, OH",BOS,"Boston, MA",6,678,2020,9,F
15.0,15.0,1500.0,880.0,0.0,942.0,1722.0,B6,JetBlue Airways,B6,JetBlue Airways,BNA,"Nashville, TN",BOS,"Boston, MA",6,678,2020,2,F
15.0,15.0,1890.0,1203.0,79.0,977.0,1923.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,AUS,"Austin, TX",ORD,"Chicago, IL",6,698,2020,9,F
15.0,15.0,1890.0,1698.0,242.0,775.0,1600.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,AUS,"Austin, TX",DEN,"Denver, CO",6,698,2020,10,F
15.0,15.0,1892.0,1495.0,52.0,413.0,1058.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,PIT,"Pittsburgh, PA",ORD,"Chicago, IL",6,698,2020,2,F
